title,author,year_published,isbn,publisher,language,genres,pages,cover_img_url,ol_key,source,description,avg_rating,num_ratings,google_url
Principles of Anatomy and Physiology,"Gerard J. Tortora, Bryan H. Derrickson, Brendan Burkett, Danielle Dye, Julie Cooke, HOUGHTON MIFFLIN HARCOURT, Gregory Peoples, Tara Diversi, Mark McKean, Latika Samalia, Rebecca Mellifont, Richard G. Smith undifferentiated, Gerald J. Tortura, Sandra R. Grabowski, Tortora, Sandra Reynolds Grabowski",1975.0,0471754579,Canfield Press,"ind, eng","Anatomie humaine, Anatomy, Anatomy. 2, Homeostasis, Homéostasie",1248.0,https://covers.openlibrary.org/b/id/3810109-L.jpg,/works/OL1827306W,Open Library,"This is a classic text book sought after by nurses at all stages of their careers. The manual guides nurses in the clinical application of the latest research findings, ensuring that theory and practice are integrated",,,"http://books.google.de/books?id=y07QswEACAAJ&dq=Principles+of+Anatomy+and+Physiology+Gerard+J.+Tortora,+Bryan+H.+Derrickson,+Brendan+Burkett,+Danielle+Dye,+Julie+Cooke,+HOUGHTON+MIFFLIN+HARCOURT,+Gregory+Peoples,+Tara+Diversi,+Mark+McKean,+Latika+Samalia,+Rebecca+Mellifont,+Richard+G.+Smith+undifferentiated,+Gerald+J.+Tortura,+Sandra+R.+Grabowski,+Tortora,+Sandra+Reynolds+Grabowski&hl=&source=gbs_api"
Old Herbaceous,"Arkell, Reginald",1950.0,9780753196939,Ulverscroft Large Print,eng,"Gardening, Older men, Gardeners, Fiction, Manors",155.0,https://covers.openlibrary.org/b/id/2517281-L.jpg,/works/OL8388213W,Open Library,"Old Herbaceous is a classic British novel of the garden, with a title character as outsized and unforgettable as P. G. Wodehouse’s immortal butler, Jeeves. Born at the dusk of the Victorian era, Bert Pinnegar, an awkward orphan child with one leg a tad longer than the other, rises from inauspicious schoolboy days spent picking wildflowers and dodging angry farmers to become the legendary head gardener “Old Herbaceous,” the most esteemed flower-show judge in the county and a famed horticultural wizard capable of producing dazzling April strawberries from the greenhouse and the exact morning glories his Lady spies on the French Riviera, “so blue, so blue it positively hurts.” Sprinkled with nuggets of gardening wisdom, Old Herbaceous is a witty comic portrait of the most archetypal—and crotchety—head gardener ever to plant a row of bulbs at a British country house.",,,https://play.google.com/store/books/details?id=KzKlHj1Sg2oC&source=gbs_api
The Difference Engine,"William Gibson, Bruce Sterling",1990.0,2221082494,Bantam USA,"eng, fre, por, ger, spa, ita, und","American Science fiction, Computers, Fiction, Steampunk, Steampunk fiction",395.0,https://covers.openlibrary.org/b/id/4034359-L.jpg,/works/OL27252W,Open Library,"<Blockquote> 1855: The Industrial Revolution is in full and inexorable swing, powered by steam-driven cybernetic Engines. Charles Babbage perfects his Analytical Engine and the computer age arrives a century ahead of its time. And three extraordinary characters race toward a rendezvous with history - and the future: Sybil Gerard - dishonored woman and daughter of a Luddite agitator; Edward ""Leviathan"" Mallory - explorer and paleontologist; Laurence Oliphant - diplomat and spy. Their adventure begins with the discovery of a box of punched Engine cards of unknown origin and purpose. Cards someone wants badly enough to kill for... 

Part detective story, part historical thriller, The Difference Engine is the first collaborative novel by two of the most brilliant and controversial science fiction authors of our time. Provocative, compelling, intensely imagined, it is a startling extension of Gibson's and Sterling's unique visions - in a new and totally unexpected direction!<Blockquote>
-<a href=""http://www.goodreads.com/book/show/337116.The_Difference_Engine"">Goodreads</a>",,,"http://books.google.de/books?id=ljFUOuidnNMC&dq=The+Difference+Engine+William+Gibson,+Bruce+Sterling&hl=&source=gbs_api"
The Number of the Beast,Robert A. Heinlein,1980.0,0449130703,"Blackstone Audio, Inc.","heb, dut, eng","American Science fiction, Fiction, science fiction, alien contact, Fiction, science fiction, hard science fiction, Fiction, science fiction, action & adventure, Fiction, science fiction, general",511.0,https://covers.openlibrary.org/b/id/14630966-L.jpg,/works/OL59705W,Open Library,"Heinlein buff David Potter explained on alt.fan.heinlein, in a posting reprinted on the Heinlein Society, that the entire book is actually ""one of the greatest textbooks on narrative fiction ever produced, with a truly magnificent set of examples of HOW NOT TO DO IT right there in the foreground, and constant explanations of how to do it right, with literary references to people and books that DID do it right, in the background."" He noted that ""every single time there's a boring lecture or tedious character interaction going on in the foreground, there's an example of how to do it RIGHT in the background.""",,,http://books.google.de/books?id=k4qgRSodu80C&dq=The+Number+of+the+Beast+Robert+A.+Heinlein&hl=&source=gbs_api
When we were very young,A. A. Milne,1924.0,9780416225808,Methuen Children's Books,"heb, eng","Children's poetry, Children's poetry, English, Collected works, Collections, English poetry",102.0,https://covers.openlibrary.org/b/id/101956-L.jpg,/works/OL476630W,Open Library,A collection of poems reflecting the experiences of a little English boy growing up in the early part of the twentieth century.,,,http://books.google.de/books?id=DiC9DwAAQBAJ&dq=When+we+were+very+young+A.+A.+Milne&hl=&source=gbs_api
A Modern Utopia,H. G. Wells,1900.0,9789706513540,Mursia,"dut, eng, spa, und, cze, ita","Utopias, Fiction, Science Fiction, Classic Literature, Political science",320.0,https://covers.openlibrary.org/b/id/8232021-L.jpg,/works/OL52256W,Open Library,"Imagine a life without worries. You live in a perfect environment untouched by pollution. You have a job to do and play an important role in society. The politicians are watching out for your best interest. And, you get along with your neighbors. Wells’ utopia may not only be unattainable, it may be detrimental to humanity’s progress. Decide for yourself as you read this classic quest for social equality in the modern era.",,,https://play.google.com/store/books/details?id=E0DmEAAAQBAJ&source=gbs_api
"2010, odyssey two",Arthur C. Clarke,1982.0,0586056998,Granada Publishing Ltd(england,"por, eng, fre, spa, ita","English Science fiction, Interplanetary voyages, Fiction, Long Now Manual for Civilization, Fiction, science fiction, general",304.0,https://covers.openlibrary.org/b/id/4973783-L.jpg,/works/OL17391W,Open Library,"When 2001: A Space Odyssey first shocked, amazed, and delighted millions in the late 1960s, the novel was quickly recognized as a classic. Since then, its fame has grown steadily among the multitudes who have read the novel or seen the film based on it. Yet, along with almost universal acclaim, a host of questions has grown more insistent through the years:

Who or what transformed Dave Bowman into the Star-Child? What purpose lay behind the transformation? What would become of the Star-Child?

What alien purpose lay behind the monoliths on the Moon and out in space?

What could drive HAL, a stable, intelligent computer, to kill the crew? Was HAL really insane? What happened to HAL and the spaceship Discovery after Dave Bowman disappeared?

Would there be a sequel?

Now all those questions and many more have been answered. In this stunning sequel to his international bestseller, Clarke has written what will truly be one of the great books of the '80s. Cosmic in sweep, eloquent in its depiction of Man's place in the Universe, and filled with the romance of space, this novel is a monumental achievement.",4.0,18.0,"http://books.google.de/books?id=TZjoTmnqgIEC&dq=2010,+odyssey+two+Arthur+C.+Clarke&hl=&source=gbs_api"
The Gods of Mars,Edgar Rice Burroughs,1918.0,149732744X,A.C. McClurg & Co.,eng,"Fiction, science fiction, general, American Science fiction, Classic Literature, Fiction, Historical Fiction",200.0,https://covers.openlibrary.org/b/id/207132-L.jpg,/works/OL1417942W,Open Library,"After the long exile on Earth, John Carter finally returned to his beloved Mars. But beautiful Dejah Thoris, the woman he loved, had vanished. Now he was trapped in the legendary Eden of Mars--an Eden from which none ever escaped alive.",,,http://books.google.de/books?id=s6aKEAAAQBAJ&dq=The+Gods+of+Mars+Edgar+Rice+Burroughs&hl=&source=gbs_api
The garden that we grew,Joan Holub,2001.0,9780670897995,Tandem Library,eng,"Fiction, Stories in rhyme, Pumpkin, Gardening, Vegetable gardening",32.0,https://covers.openlibrary.org/b/id/1333869-L.jpg,/works/OL158470W,Open Library,"Children plant pumpkin seeds, water and weed the garden patch, watch the pumpkins grow, pick them, and enjoy them in various ways.",,,
Use of Weapons,Iain Banks,1990.0,0316030570,"Little, Brown Book Group Limited","eng, fre","Long Now Manual for Civilization, OverDrive, Fiction, Science Fiction, Science Fiction & Fantasy",400.0,https://covers.openlibrary.org/b/id/2379038-L.jpg,/works/OL8339333W,Open Library,"The man known as Cheradenine Zakalwe was one of Special Circumstances' foremost agents, changing the destiny of planets to suit the Culture through intrigue, dirty tricks and military action. The woman known as Diziet Sma had plucked him from obscurity and pushed him towards his present eminence, but despite all their dealings she did not know him as well as she thought. The drone known as Skaffen-Amtiskaw knew both of these people. It had once saved the woman's life by massacring her attackers in a particularly bloody manner. It believed the man to be a burnt-out case. But not even its machine could see the horrors in his past. Ferociously intelligent, both witty and horrific, USE OF WEAPONS is a masterpiece of science fiction.",,,http://books.google.de/books?id=ILotMAEACAAJ&dq=Use+of+Weapons+Iain+Banks&hl=&source=gbs_api
Kongres futurologiczny,Stanisław Lem,1974.0,3518370340,Bruguera,"eng, fre, spa, pol, ger","Polish fiction, Science fiction, future, Slavic philology, Fiction, science fiction, general",149.0,https://covers.openlibrary.org/b/id/4904082-L.jpg,/works/OL2683552W,Open Library,"The futurologists of the world have gathered at their Eighth World Congress at the Costa Rica Hilton to discuss the problem of overpopulation. Their deliberations, however, are interrupted by a revolution which the government attempts to quell with chemical weapons. The air and water are laden with ""benignimizers"" and other exotic drags which send futurologist Tichy careening into a hallucinatory tomorrow. Lem's view of the overcrowded future is original and disturbing. A pessimistic, mordantly funny book, well translated from the Polish by Michael Kandel -- Kirkus Review.",,,http://books.google.de/books?id=KDvjDQAAQBAJ&dq=Kongres+futurologiczny+Stanis%C5%82aw+Lem&hl=&source=gbs_api
